"begin","end","starttemp","endtemp","avgexc","year","month","station"
"2016-08-24","2016-08-26",32,32.4,4.297,2016,8,"Abbotsford"
"2016-11-08","2016-11-12",22.4,14.7,3.628,2016,11,"Abbotsford"
"2017-05-21","2017-05-23",24.9,24.9,1.46,2017,5,"Abbotsford"
"2017-05-27","2017-05-29",27.5,26.6,1.8,2017,5,"Abbotsford"
"2017-08-27","2017-08-29",31,31,3.227,2017,8,"Abbotsford"
"2017-09-01","2017-09-05",28.4,30,4.416,2017,9,"Abbotsford"
"2017-10-27","2017-10-29",19,19.6,2.433,2017,10,"Abbotsford"
"2018-01-16","2018-01-18",12.4,12.1,1.193,2018,1,"Abbotsford"
"2018-04-23","2018-04-26",21.3,27.6,4.04,2018,4,"Abbotsford"
"2018-05-12","2018-05-14",24.3,29.2,3.8,2018,5,"Abbotsford"
"2018-06-16","2018-06-20",27.7,31.2,2.144,2018,6,"Abbotsford"
"2018-07-14","2018-07-17",33.1,29.6,2.748,2018,7,"Abbotsford"
"2018-07-23","2018-07-30",31.7,33,1.761,2018,7,"Abbotsford"
"2018-08-06","2018-08-09",30.9,34.1,2.522,2018,8,"Abbotsford"
"2019-01-10","2019-01-13",12.6,11.5,0.97,2019,1,"Abbotsford"
"2019-03-16","2019-03-22",16.8,17.7,4.69,2019,3,"Abbotsford"
"2019-03-27","2019-04-02",18,21.6,1.776,2019,3,"Abbotsford"
"2019-05-08","2019-05-11",23.8,27.2,3.4,2019,5,"Abbotsford"
"2020-05-08","2020-05-11",26.5,26.3,4.55,2020,5,"Abbotsford"
"2020-09-07","2020-09-10",28.4,28.3,1.792,2020,9,"Abbotsford"
"2021-01-12","2021-01-15",13.3,11.5,1.71,2021,1,"Abbotsford"
"2021-04-13","2021-04-21",19.1,20.3,3.286,2021,4,"Abbotsford"
"2021-06-20","2021-06-22",30.6,27.5,2.237,2021,6,"Abbotsford"
"2021-06-24","2021-06-29",27.9,32.1,9.167,2021,6,"Abbotsford"
"2021-07-28","2021-07-30",30.1,35.6,2.823,2021,7,"Abbotsford"
"2021-08-11","2021-08-13",30.9,31.4,3.19,2021,8,"Abbotsford"
"2021-11-28","2021-12-01",13.7,14.3,2.4,2021,11,"Abbotsford"
"2022-02-11","2022-02-13",14.1,13.3,1.42,2022,2,"Abbotsford"
"2022-06-25","2022-06-27",30.9,33.4,4.933,2022,6,"Abbotsford"
"2022-07-25","2022-07-31",31,34.1,3.706,2022,7,"Abbotsford"
"2022-08-29","2022-08-31",30.4,29.8,3.113,2022,8,"Abbotsford"
"2022-09-09","2022-09-11",28.9,28,2.63,2022,9,"Abbotsford"
"2022-09-25","2022-09-27",27.2,26.6,2.453,2022,9,"Abbotsford"
"2022-10-01","2022-10-03",26.6,28,4.397,2022,10,"Abbotsford"
"2022-10-05","2022-10-09",22.4,24.4,3.518,2022,10,"Abbotsford"
"2022-10-12","2022-10-16",23,26.1,4.21,2022,10,"Abbotsford"
"2023-05-12","2023-05-15",27.6,31.6,7.5,2023,5,"Abbotsford"
"2023-05-17","2023-05-20",27.1,24.7,2.477,2023,5,"Abbotsford"
"2023-07-03","2023-07-06",29,29.6,2.837,2023,7,"Abbotsford"
"2023-08-13","2023-08-17",33.2,30.5,2.008,2023,8,"Abbotsford"
"2023-10-06","2023-10-08",25.7,23.8,3.433,2023,10,"Abbotsford"
"2023-12-27","2023-12-30",10.5,10.6,1.59,2023,12,"Abbotsford"
"2024-01-28","2024-02-01",11.4,11.7,3.476,2024,1,"Abbotsford"
"2024-03-15","2024-03-19",17.9,17.9,4.332,2024,3,"Abbotsford"
"2024-05-09","2024-05-11",24.9,25.6,2.7,2024,5,"Abbotsford"
